"id","code","name"
occupation_work_personnel_training_modality_284009,284009,MISIONERO,
occupation_work_personnel_training_modality_284010,284010,MONJA,
occupation_work_personnel_training_modality_284011,284011,MONJE,
occupation_work_personnel_training_modality_284012,284012,OBISPO,
occupation_work_personnel_training_modality_284013,284013,PARROCO,
occupation_work_personnel_training_modality_284014,284014,PASTOR PROTESTANTE,
occupation_work_personnel_training_modality_284015,284015,POOJARI,
occupation_work_personnel_training_modality_284016,284016,PRIOR,
occupation_work_personnel_training_modality_284017,284017,RABINO,
occupation_work_personnel_training_modality_284018,284018,SACERDOTE,
occupation_work_personnel_training_modality_284019,284019,SACERDOTE BUDISTA,
occupation_work_personnel_training_modality_284020,284020,TEOLOGO,
occupation_work_personnel_training_modality_284021,284021,VICARIO,
occupation_work_personnel_training_modality_311001,311001,"TECNICO, ANALISTA QUIMICO",
occupation_work_personnel_training_modality_311002,311002,"TECNICO, ASTRONOMIA",
occupation_work_personnel_training_modality_311003,311003,"TECNICO, FISICA/INVESTIGACION (CIENCIAS FISICAS)",
occupation_work_personnel_training_modality_311004,311004,"TECNICO, GEOFISICA",
occupation_work_personnel_training_modality_311005,311005,"TECNICO, GEOLOGIA",
occupation_work_personnel_training_modality_311006,311006,"TECNICO, LABORATORISTA FISICO O QUIMICO",
occupation_work_personnel_training_modality_311007,311007,"TECNICO, METEOROLOGIA",
occupation_work_personnel_training_modality_311008,311008,"TECNICO, OCEANOGRAFIA",
occupation_work_personnel_training_modality_311009,311009,"TECNICO, QUIMICA/INVESTIGACION (CIENCIAS QUIMICAS)",
occupation_work_personnel_training_modality_311010,311010,"TECNICO, ESPECIALISTA EN FISICO-QUIMICA",
occupation_work_personnel_training_modality_312001,312001,"APAREJADOR, INGENIERIA CIVIL",
occupation_work_personnel_training_modality_312002,312002,"TECNICO CALCULISTA, INGENIERIA CIVIL/COSTO DE CONSTRUCCION",
occupation_work_personnel_training_modality_312003,312003,"TECNICO, AGRIMENSOR",
occupation_work_personnel_training_modality_312004,312004,"TECNICO, AUXILIAR DE ARQUITECTURA",
occupation_work_personnel_training_modality_312005,312005,"TECNICO, CARTOGRAFO",
occupation_work_personnel_training_modality_312006,312006,"TECNICO, FOTOGRAMETRISTA Y AEROFOTOGRAMETRISTA",
occupation_work_personnel_training_modality_312007,312007,"TECNICO, INGENIERIA CIVIL",
occupation_work_personnel_training_modality_312008,312008,"TECNICO, INGENIERIA CIVIL/CONSTRUCCION DE VIVIENDAS Y EDIFI",
occupation_work_personnel_training_modality_312009,312009,"TECNICO, INGENIERIA CIVIL/CONTRATISTA (CONSTRUCCION)",
occupation_work_personnel_training_modality_312010,312010,"TECNICO, INGENIERIA CIVIL/ESTRUCTURAS",
occupation_work_personnel_training_modality_312011,312011,"TECNICO, INGENIERIA CIVIL/HIDRAULICA",
occupation_work_personnel_training_modality_312012,312012,"TECNICO, INGENIERIA CIVIL/IRRIGACION",
occupation_work_personnel_training_modality_312013,312013,"TECNICO, INGENIERIA CIVIL/MECANICA DE SUELOS",
occupation_work_personnel_training_modality_312014,312014,"TECNICO, INGENIERIA CIVIL/SANITARIA",
occupation_work_personnel_training_modality_313001,313001,"TECNICO, ELECTRICISTA",
occupation_work_personnel_training_modality_313002,313002,"TECNICO ELECTRICISTA, ALTA TENSION",
occupation_work_personnel_training_modality_313003,313003,"TECNICO ELECTRICISTA, ENERGIA ELECTRICA/DISTRIBUCION",
occupation_work_personnel_training_modality_313004,313004,"TECNICO ELECTRICISTA, RADIO Y/O T.V.",
occupation_work_personnel_training_modality_313005,313005,"TECNICO ELECTRICISTA, ILUMINACION",
occupation_work_personnel_training_modality_313006,313006,"TECNICO ELECTRICISTA, SONIDO",
occupation_work_personnel_training_modality_313007,313007,"TECNICO, INGENIERIA ELECTRICA",
occupation_work_personnel_training_modality_313008,313008,"TECNICO CALCULISTA, INGENIERIA ELECTRONICA",
occupation_work_personnel_training_modality_313009,313009,"TECNICO, INGENIERIA ELECTRONICA",
occupation_work_personnel_training_modality_313010,313010,"TECNICO, SISTEMAS ELECTRICOS DE AERONAVES",
occupation_work_personnel_training_modality_313011,313011,"TECNICO, TELECOMUNICACIONES",
occupation_work_personnel_training_modality_313012,313012,"TECNICO, OPERADOR DE RADAR",
occupation_work_personnel_training_modality_313013,313013,"TECNICO, TELECOMUNICACIONES/RADIO",
occupation_work_personnel_training_modality_313014,313014,"TECNICO, TELECOMUNICACIONES/SISTEMAS DE SEÐALES",
occupation_work_personnel_training_modality_313015,313015,"TECNICO, TELECOMUNICACIONES/TELEFONO",
occupation_work_personnel_training_modality_313016,313016,"TECNICO, TELECOMUNICACIONES/TELEGRAFO",
occupation_work_personnel_training_modality_313017,313017,"TECNICO, TELECOMUNICACIONES/TELEVISION",
occupation_work_personnel_training_modality_314001,314001,"TECNICO CALCULISTA, CONSTRUCCION MECANICA",
occupation_work_personnel_training_modality_314002,314002,TECNICO AERONAUTICO,
occupation_work_personnel_training_modality_314003,314003,"TECNICO INSPECTOR, NAVAL",
occupation_work_personnel_training_modality_314004,314004,"TECNICO INSPECTOR, NAVAL/BUQUES",
occupation_work_personnel_training_modality_314005,314005,TECNICO MECANICO,
occupation_work_personnel_training_modality_314006,314006,"TECNICO MECANICO, ACONDICIONAMIENTO DE AIRE",
occupation_work_personnel_training_modality_314007,314007,"TECNICO MECANICO, AERONAUTICA",
occupation_work_personnel_training_modality_314008,314008,"TECNICO MECANICO, AGRICULTURA",
occupation_work_personnel_training_modality_314009,314009,"TECNICO MECANICO, AUTOMOVILES",
occupation_work_personnel_training_modality_314010,314010,"TECNICO MECANICO, CALEFACCION, REFRIGERACION Y VENTILACION",
occupation_work_personnel_training_modality_314011,314011,"TECNICO MECANICO, CONSTRUCCION NAVAL",
occupation_work_personnel_training_modality_314012,314012,"TECNICO MECANICO, ENERGIA NUCLEAR",
occupation_work_personnel_training_modality_314013,314013,"TECNICO MECANICO, INSTRUCTOR DE VEHICULOS AUTOMOTORES",
occupation_work_personnel_training_modality_314014,314014,"TECNICO MECANICO, INSTRUMENTOS",
occupation_work_personnel_training_modality_314015,314015,"TECNICO MECANICO, LUBRICACION",
occupation_work_personnel_training_modality_314016,314016,"TECNICO MECANICO, MAQUINARIA Y HERRAMIENTAS INDUSTRIALES",
occupation_work_personnel_training_modality_314017,314017,"TECNICO MECANICO, MANTENIMIENTO DE AVION",
occupation_work_personnel_training_modality_314018,314018,"TECNICO MECANICO, MOTORES",
occupation_work_personnel_training_modality_314019,314019,"TECNICO MECANICO, MOTORES DE COMBUSTION INTERNA",
occupation_work_personnel_training_modality_314020,314020,"TECNICO MECANICO, MOTORES DE LOCOMOTORAS",
occupation_work_personnel_training_modality_314021,314021,"TECNICO MECANICO, MOTORES DE PROPULSION A CHORRO",
occupation_work_personnel_training_modality_314022,314022,"TECNICO MECANICO, MOTORES DIESEL",
occupation_work_personnel_training_modality_314023,314023,"TECNICO MECANICO, SISTEMAS HIDRAULICOS",
occupation_work_personnel_training_modality_314024,314024,"TECNICO MECANICO, TURBINAS DE GAS",
occupation_work_personnel_training_modality_314025,314025,"TECNICO, ACONDICIONAMIENTO DE AIRE",
occupation_work_personnel_training_modality_314026,314026,"VERIFICADOR, NAVAL",
occupation_work_personnel_training_modality_315001,315001,"ESTIMADOR, QUIMICA INDUSTRIAL",
occupation_work_personnel_training_modality_315002,315002,"TECNICO, FIBRA TEXTIL (DE ING. TEXTIL)",
occupation_work_personnel_training_modality_315003,315003,"TECNICO, PETROQUIMICA",
occupation_work_personnel_training_modality_315004,315004,"TECNICO, QUIMICA INDUSTRIAL",
occupation_work_personnel_training_modality_315005,315005,"TECNICO, QUIMICO INDUSTRIAL/CAUCHO",
occupation_work_personnel_training_modality_315006,315006,"TECNICO, QUIMICA INDUSTRIAL/GAS",
occupation_work_personnel_training_modality_315007,315007,"TECNICO, QUIMICA INDUSTRIAL/PLASTICOS",
occupation_work_personnel_training_modality_315008,315008,"TECNICO, QUIMICA INDUSTRIAL/PETROLEO",
occupation_work_personnel_training_modality_315009,315009,"TECNICO, QUIMICA INDUSTRIAL/PROCESOS QUIMICOS",
occupation_work_personnel_training_modality_315010,315010,"TECNICO, QUIMICA INDUSTRIAL/PRODUCCION Y DISTRIBUCION DE GA",
occupation_work_personnel_training_modality_315011,315011,"TECNICO, QUIMICA INDUSTRIAL/REFINACION DEL PETROLEO",
occupation_work_personnel_training_modality_316001,316001,"ACIDIFICADOR, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_316002,316002,"TÉCNICO, CEMENTADOR, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_316003,316003,"DESINCRUSTADOR, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_316004,316004,"PEGADOR, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_316005,316005,"TECNICO, ACIDIFICACION/POZOS",
occupation_work_personnel_training_modality_316006,316006,"TECNICO, EXTRACCION/CARBON",
occupation_work_personnel_training_modality_316007,316007,"TECNICO, EXTRACCION/GAS (SONDEO DE POZOS)",
occupation_work_personnel_training_modality_316008,316008,"TECNICO, EXTRACCION/METALES",
occupation_work_personnel_training_modality_316009,316009,"TECNICO, EXTRACCION/PETROLEO Y GAS NATURAL",
occupation_work_personnel_training_modality_316010,316010,"TECNICO, METALURGIA/ENSAYADOR DE METALES",
occupation_work_personnel_training_modality_316011,316011,"TECNICO, METALURGIA/EXTRACCION",
occupation_work_personnel_training_modality_316012,316012,"TECNICO, METALURGIA/SIDERURGICA",
occupation_work_personnel_training_modality_316013,316013,"TECNICO, METALURGIA/FUNDICION",
occupation_work_personnel_training_modality_316014,316014,"TECNICO, METALURGIA/TRATAMIENTO Y/O PRODUCCION DE METALES",
occupation_work_personnel_training_modality_316015,316015,"TECNICO, MINERIA",
occupation_work_personnel_training_modality_316016,316016,"TECNICO, SONDEO/POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_317001,317001,DELINEANTE,
occupation_work_personnel_training_modality_317002,317002,"DELINEANTE, ARQUITECTURA",
occupation_work_personnel_training_modality_317003,317003,"DELINEANTE, CARTOGRAFIA",
occupation_work_personnel_training_modality_317004,317004,"DELINEANTE, GEOLOGIA",
occupation_work_personnel_training_modality_317005,317005,"DELINEANTE, ILUSTRACIONES TECNICAS",
occupation_work_personnel_training_modality_317006,317006,"DELINEANTE, INDUSTRIAL",
occupation_work_personnel_training_modality_317007,317007,"DELINEANTE, INGENIERIA AERONAUTICA",
occupation_work_personnel_training_modality_317008,317008,"DELINEANTE, INGENIERIA CIVIL",
occupation_work_personnel_training_modality_317009,317009,"DELINEANTE, INGENIERIA DE EDIFICIOS",
occupation_work_personnel_training_modality_317010,317010,"DELINEANTE, INGENIERIA DE SISTEMAS DE CALEFACCION Y VENTILA",
occupation_work_personnel_training_modality_317011,317011,"DELINEANTE, INGENIERIA ELECTRICA",
occupation_work_personnel_training_modality_317012,317012,"DELINEANTE, INGENIERIA ELECTRONICA",
occupation_work_personnel_training_modality_317013,317013,"DELINEANTE, INGENIERIA MECANICA",
occupation_work_personnel_training_modality_317014,317014,"DELINEANTE, INGENIERIA NAVAL",
occupation_work_personnel_training_modality_317015,317015,"DELINEANTE, LITOGRAFIA",
occupation_work_personnel_training_modality_317016,317016,"DELINEANTE, MATRICES Y HERRAMIENTAS",
occupation_work_personnel_training_modality_317017,317017,"DELINEANTE, TECNICO",
occupation_work_personnel_training_modality_317018,317018,"DIBUJANTE, ILUSTRACIONES TECNICAS",
occupation_work_personnel_training_modality_317019,317019,"DIBUJANTE, PROYECTISTA/ARTES GRAFICAS",
occupation_work_personnel_training_modality_317020,317020,"DELINEANTE, DIBUJANTES/OTROS",
occupation_work_personnel_training_modality_317021,317021,SUPERVISOR DE ARTES GRAFICAS,
occupation_work_personnel_training_modality_318001,318001,"TECNICO, ALIMENTOS",
occupation_work_personnel_training_modality_318002,318002,"TECNICO, CALCULO DE COSTOS Y CANTIDADES",
occupation_work_personnel_training_modality_318003,318003,"TECNICO, CERAMICA",
occupation_work_personnel_training_modality_318004,318004,"TECNICO, CUEROS Y PIELES",
occupation_work_personnel_training_modality_318005,318005,"TECNICO, EFICIENCIA INDUSTRIAL",
occupation_work_personnel_training_modality_318006,318006,"TECNICO, ESTUDIO DEL TRABAJO",
occupation_work_personnel_training_modality_318007,318007,"TECNICO, INGENIERIA/ESTUDIO DE TIEMPOS Y MOVIMIENTOS",
occupation_work_personnel_training_modality_318008,318008,"TECNICO, INGENIERIA/METODOS",
occupation_work_personnel_training_modality_318009,318009,"TECNICO, INGENIERIA/ORGANIZACION INDUSTRIAL",
occupation_work_personnel_training_modality_318010,318010,"TECNICO, INGENIERIA/PLANIFICACION",
occupation_work_personnel_training_modality_318011,318011,"TECNICO, INGENIERIA/SEGURIDAD E HIGIENE INDUSTRIAL",
occupation_work_personnel_training_modality_318012,318012,"TECNICO, INGENIERIA/PRODUCCION",
occupation_work_personnel_training_modality_318013,318013,"TECNICO, PAPEL",
occupation_work_personnel_training_modality_318014,318014,"TECNICO, PESQUERIA",
occupation_work_personnel_training_modality_318015,318015,"TECNICO, SISTEMAS/EXCEPTO INFORMATICOS",
occupation_work_personnel_training_modality_318016,318016,"TECNICO EN LA INDUSTRIA, OTROS",
occupation_work_personnel_training_modality_319001,319001,TECNICO EN ESTADISTICA,
occupation_work_personnel_training_modality_319002,319002,"TECNICO, EN MATEMATICA",
occupation_work_personnel_training_modality_319003,319003,"TECNICO EN ESTADISTICA O MATEMATICA, OTROS",
occupation_work_personnel_training_modality_319004,319004,"PROGRAMADOR, CODIFICADOR DE LOS PROGRAMAS",
occupation_work_personnel_training_modality_319005,319005,"PROGRAMADOR, DESARROLLO DE LA LOGICA DEL PROCESO",
occupation_work_personnel_training_modality_319006,319006,"PROGRAMADOR, INFORMATICA/POR COMPUTADORA",
occupation_work_personnel_training_modality_319007,319007,"PROGRAMADOR, INFORMATICA/ANALISIS DE BASE DE DATOS",
occupation_work_personnel_training_modality_319008,319008,"PROGRAMADOR, INFORMATICA/ANALISIS DE SISTEMAS",
occupation_work_personnel_training_modality_319009,319009,"PROGRAMADOR, PRUEBA Y EJECUCION DEL PROGRAMA EN COMPUTADORA",
occupation_work_personnel_training_modality_319010,319010,"TECNICO, ANALISIS INFORMATICO",
occupation_work_personnel_training_modality_319011,319011,"TECNICO, PROGRAMACION POR COMPUTADORAS",
occupation_work_personnel_training_modality_319012,319012,"TECNICO, SERVICIOS INFORMATICOS PARA USUARIOS",
occupation_work_personnel_training_modality_321001,321001,"OPERADOR, EQUIPOS INFORMATICOS/COMPUTADORAS",
occupation_work_personnel_training_modality_321002,321002,"OPERADOR, EQUIPOS INFORMATICOS/UNIDADES PERIFERICAS (IMPRES",
occupation_work_personnel_training_modality_321003,321003,"OPERADOR, ALMACENAMIENTO DE DATOS",
occupation_work_personnel_training_modality_321004,321004,"OPERADOR, PROCESO DE APLICACIONES CATALOGADAS",
occupation_work_personnel_training_modality_321005,321005,"TECNICO, CONTROL DE EQUIPOS INFORMATICOS",
occupation_work_personnel_training_modality_322001,322001,"AYUDANTE DE DIRECCION, CINE",
occupation_work_personnel_training_modality_322002,322002,"AYUDANTE, DIRECCION CINEMATOGRAFICA",
occupation_work_personnel_training_modality_322003,322003,CAMAROGRAFO,
occupation_work_personnel_training_modality_322004,322004,"CAMAROGRAFO, CINEMATOGRAFO",
occupation_work_personnel_training_modality_322005,322005,"CAMAROGRAFO, TELEVISION",
occupation_work_personnel_training_modality_322006,322006,CINEASTA,
occupation_work_personnel_training_modality_322007,322007,FOTOGRAFO,
occupation_work_personnel_training_modality_322008,322008,FOTOGRAFO AEREO,
occupation_work_personnel_training_modality_322009,322009,FOTOGRAFO COMERCIAL,
occupation_work_personnel_training_modality_322010,322010,FOTOGRAFO INDUSTRIAL,
occupation_work_personnel_training_modality_322011,322011,FOTOGRAFO MEDICO,
occupation_work_personnel_training_modality_322012,322012,FOTOGRAFO PUBLICITARIO,
occupation_work_personnel_training_modality_322013,322013,FOTOGRAFO RETRATISTA,
occupation_work_personnel_training_modality_322014,322014,"FOTOGRAFO, ARQUITECTURA",
occupation_work_personnel_training_modality_322015,322015,"FOTOGRAFO, ILUSTRACION COMERCIAL",
occupation_work_personnel_training_modality_322016,322016,"FOTOGRAFO, MICROFOTOGRAFIA",
occupation_work_personnel_training_modality_322017,322017,"FOTOGRAFO, MODAS",
occupation_work_personnel_training_modality_322018,322018,"FOTOGRAFO, POLICIA",
occupation_work_personnel_training_modality_322019,322019,"FOTOGRAFO, PRENSA",
occupation_work_personnel_training_modality_322020,322020,MONTAJISTA,
occupation_work_personnel_training_modality_322021,322021,"OPERADOR, CAMARA DE CINE",
occupation_work_personnel_training_modality_322022,322022,"OPERADOR, CAMARA DE TELEVISION",
occupation_work_personnel_training_modality_322023,322023,"OPERADOR, EQUIPO AUDIO/RADIO",
occupation_work_personnel_training_modality_322024,322024,"OPERADOR, EQUIPO AUDIO/TELEVISION",
occupation_work_personnel_training_modality_322025,322025,"OPERADOR, EQUIPO DE SONORIZACION, CINE",
occupation_work_personnel_training_modality_322026,322026,"OPERADOR, EQUIPO DE RADIO Y TELEVISION",
occupation_work_personnel_training_modality_322027,322027,"OPERADOR, GRABACION DE SONIDO",
occupation_work_personnel_training_modality_322028,322028,"OPERADOR, GRABACION DE SONIDO/DISCOS",
occupation_work_personnel_training_modality_322029,322029,"OPERADOR, GRABACION DE SONIDO/RADIO",
occupation_work_personnel_training_modality_322030,322030,"OPERADOR, GRABACION DE SONIDO/TELEVISION",
occupation_work_personnel_training_modality_322031,322031,REPORTERO GRAFICO/FOTOGRAFO REPORTERO,
occupation_work_personnel_training_modality_322032,322032,TECNICO EN AUDIO VISUALES,
occupation_work_personnel_training_modality_322033,322033,"TECNICO, EFECTOS SONOROS/CINE",
occupation_work_personnel_training_modality_322034,322034,"TECNICO, EQUIPO DE SONORIZACION/RADIO",
occupation_work_personnel_training_modality_322035,322035,"TECNICO, EQUIPO DE SONORIZACION/TELEVISION",
occupation_work_personnel_training_modality_322036,322036,"TECNICO, EQUIPO DE GRABACION/CINTA MAGNETICA",
occupation_work_personnel_training_modality_322037,322037,"TECNICO, EQUIPO DE GRABACION/DISCOS DIGITALES",
occupation_work_personnel_training_modality_322038,322038,"TECNICO, EQUIPO DE GRABACION/EFECTOS SONOROS",
occupation_work_personnel_training_modality_322039,322039,"TECNICO, EQUIPO DE GRABACION/HILO MAGNETICO",
occupation_work_personnel_training_modality_322040,322040,"TECNICO, EQUIPO DE GRABACION/SONIDO",
occupation_work_personnel_training_modality_322041,322041,"TECNICO, EQUIPO DE GRABACION/VIDEO",
occupation_work_personnel_training_modality_322042,322042,"TECNICO, EQUIPO DE RADIO Y TELEVISION",
occupation_work_personnel_training_modality_322043,322043,"TECNICO, MATERIAL DE DOBLAJE",
occupation_work_personnel_training_modality_322044,322044,"TECNICO, PRUEBAS DE SONIDO/SONIDISTA",
occupation_work_personnel_training_modality_323001,323001,"LUMINOTECNICO, TELEVISION",
occupation_work_personnel_training_modality_323002,323002,"OPERADOR, CABINA DE PROYECCION/CINEMATOGRAFIA",
occupation_work_personnel_training_modality_323003,323003,"OPERADOR, EQUIPO DE AMPLIFICACION DE SONIDO",
occupation_work_personnel_training_modality_323004,323004,"OPERADOR, EQUIPO DE DIFUSION/TELEFILMES",
occupation_work_personnel_training_modality_323005,323005,"OPERADOR, EQUIPO DE DIFUSION/TELEVISION",
occupation_work_personnel_training_modality_323006,323006,"OPERADOR, EQUIPO DE DIFUSION/VIDEO",
occupation_work_personnel_training_modality_323007,323007,"OPERADOR, EQUIPO DE RADIODIFUSION",
occupation_work_personnel_training_modality_323008,323008,"OPERADOR, EQUIPO DE RADIOTELEFONIA/ESTACIONES TERRESTRES",
occupation_work_personnel_training_modality_323009,323009,"OPERADOR, EQUIPO MOVILES DE RADIODIFUSION Y TELEVISION",
occupation_work_personnel_training_modality_323010,323010,"OPERADOR, ESTACION EMISORA DE RADIO",
occupation_work_personnel_training_modality_323011,323011,"OPERADOR, ESTACION EMISORA DE TELEVISION",
occupation_work_personnel_training_modality_323012,323012,"OPERADOR, ESTUDIOS DE RADIO",
occupation_work_personnel_training_modality_323013,323013,"OPERADOR, ESTUDIOS DE TELEVISION",
occupation_work_personnel_training_modality_323014,323014,"OPERADOR, MICROFONOS",
occupation_work_personnel_training_modality_323015,323015,"OPERADOR, RADAR",
occupation_work_personnel_training_modality_323016,323016,"OPERADOR, RADIO/NAVEGACION AEREA",
occupation_work_personnel_training_modality_323017,323017,"OPERADOR, RADIO/NAVEGACION MARITIMA",
occupation_work_personnel_training_modality_323018,323018,"OPERADOR, TELECOMUNICACIONES",
occupation_work_personnel_training_modality_323019,323019,"OPERADOR, TRANSMISORES/RADIO",
occupation_work_personnel_training_modality_323020,323020,"OPERADOR, TRANSMISORES/TELEVISION",
occupation_work_personnel_training_modality_323021,323021,"OPERADOR-JEFE, TELECOMUNICACIONES/ESTACION",
occupation_work_personnel_training_modality_323022,323022,"OPERADOR-JEFE, TELECOMUNICACIONES/TRAFICO",
occupation_work_personnel_training_modality_323023,323023,RADIONAVEGANTE,
occupation_work_personnel_training_modality_323024,323024,RADIOTELEGRAFISTA,
occupation_work_personnel_training_modality_323025,323025,"RADIOTELEGRAFISTA, NAVEGACION MARITIMA",
occupation_work_personnel_training_modality_323026,323026,TECNICO SALA DE CONTROL/RADIO,
occupation_work_personnel_training_modality_323027,323027,TECNICO SALA DE CONTROL/TELEVISION,
occupation_work_personnel_training_modality_323028,323028,TELEGRAFISTA,
occupation_work_personnel_training_modality_324001,324001,OPERADOR DE AUDIOMETRIA,
occupation_work_personnel_training_modality_324002,324002,OPERADOR DE ELECTROCARDIOGRAFIA,
occupation_work_personnel_training_modality_324003,324003,OPERADOR DE ELECTROENCEFOLOGRAFIA,
occupation_work_personnel_training_modality_324004,324004,OPERADOR DE SCANER,
occupation_work_personnel_training_modality_324005,324005,OPERADOR DE SCANER (OPTICA),
occupation_work_personnel_training_modality_324006,324006,OPERADOR DE RADIOGRAFIA,
occupation_work_personnel_training_modality_324007,324007,OPERADOR DE RAYOS X,
occupation_work_personnel_training_modality_331001,331001,"CUARTO OFICIAL, MAQUINISTA/BARCO",
occupation_work_personnel_training_modality_331002,331002,"INSPECTOR TECNICO, MARINA/MERCANTE",
occupation_work_personnel_training_modality_331003,331003,INSTRUCTOR NAVEGACION/VELA,
occupation_work_personnel_training_modality_331004,331004,"JEFE DE MAQUINAS, BARCO",
occupation_work_personnel_training_modality_331005,331005,"MOTORISTA, LANCHA/BOLICHERA",
occupation_work_personnel_training_modality_331006,331006,"OFICIAL MAQUINISTA, BARCO",
occupation_work_personnel_training_modality_331007,331007,"PRIMER OFICIAL, MAQUINISTA/BARCO",
occupation_work_personnel_training_modality_331008,331008,"SEGUNDO OFICIAL, MAQUINISTA/BARCO",
occupation_work_personnel_training_modality_331009,331009,"SUPERINTENDENTE TECNICO, MARINA MERCANTE",
occupation_work_personnel_training_modality_331010,331010,"TERCER OFICIAL, MAQUINISTA/MARINA MERCANTE",
occupation_work_personnel_training_modality_332001,332001,"ALFEREZ DE FRAGATA, RESERVA NAVAL/MARINA MERCANTE",
occupation_work_personnel_training_modality_332002,332002,"CAPITAN, ALTURA",
occupation_work_personnel_training_modality_332003,332003,"CAPITAN, BARCO/NAVEGACION FLUVIAL O LACUSTRE",
occupation_work_personnel_training_modality_332004,332004,"CAPITAN, BARCO/NAVEGACION MARITIMA",
occupation_work_personnel_training_modality_332005,332005,"CAPITAN, BUQUE",
occupation_work_personnel_training_modality_332006,332006,"CAPITAN, MARINA MERCANTE/BARCO",
occupation_work_personnel_training_modality_332007,332007,"CAPITAN, PESCA",
occupation_work_personnel_training_modality_332008,332008,"CAPITAN, PUERTO",
occupation_work_personnel_training_modality_332009,332009,"CAPITAN, REMOLCADOR",
occupation_work_personnel_training_modality_332010,332010,"CAPITAN, YATE",
occupation_work_personnel_training_modality_332011,332011,"COMANDANTE, BARCO/NAVEGACION MARITIMA",
occupation_work_personnel_training_modality_332012,332012,"COMANDANTE, BARCO/NAVEGACION INTERIOR (LAGOS, RIOS)",
occupation_work_personnel_training_modality_332013,332013,"OFICIAL, CUBIERTA",
occupation_work_personnel_training_modality_332014,332014,"OFICIAL, NAVEGACION",
occupation_work_personnel_training_modality_332015,332015,"PATRON, BOLICHERA",
occupation_work_personnel_training_modality_332016,332016,"PATRON, BARCO/NAVEGACION INTERIOR",
occupation_work_personnel_training_modality_332017,332017,"PATRON, BARCO/NAVEGACION MARITIMA",
occupation_work_personnel_training_modality_332018,332018,"PATRON, PUERTO",
occupation_work_personnel_training_modality_332019,332019,"PATRON, REMOLCADOR",
occupation_work_personnel_training_modality_332020,332020,"PATRON, YATE",
occupation_work_personnel_training_modality_332021,332021,"PILOTO, AERODESLIZADOR",
occupation_work_personnel_training_modality_332022,332022,"PILOTO, COSTERO",
occupation_work_personnel_training_modality_332023,332023,"PILOTO, DESLIZADOR",
occupation_work_personnel_training_modality_332024,332024,"PILOTO, HIDROPLANO",
occupation_work_personnel_training_modality_332025,332025,PILOTO-PRACTICO NAVEGACION,
occupation_work_personnel_training_modality_332026,332026,"PRACTICO, PUERTO",
occupation_work_personnel_training_modality_332027,332027,"SUPERINTENDENTE, ARMAMENTO/CUBIERTA (BUQUES)",
occupation_work_personnel_training_modality_333001,333001,"COMANDANTE, AERONAVE",
occupation_work_personnel_training_modality_333002,333002,"COPILOTO, AERONAVE",
occupation_work_personnel_training_modality_333003,333003,INSTRUCTOR DE VUELO,
occupation_work_personnel_training_modality_333004,333004,"OFICIAL MECANICO, VUELO/MECANICO NAVEGANTE",
occupation_work_personnel_training_modality_333005,333005,"OFICIAL NAVEGANTE, AERONAVE",
occupation_work_personnel_training_modality_333006,333006,"PILOTO, AERONAVE/TRANSPORTE AEREO",
occupation_work_personnel_training_modality_333007,333007,"PILOTO, FUMIGACION",
occupation_work_personnel_training_modality_333008,333008,"PILOTO, HELICOPTERO",
occupation_work_personnel_training_modality_333009,333009,"PILOTO, HIDROAVION",
occupation_work_personnel_training_modality_333010,333010,"PILOTO, INSTRUCTOR",
occupation_work_personnel_training_modality_333011,333011,"PILOTO, PRUEBAS/AERONAUTICA",
occupation_work_personnel_training_modality_334001,334001,"CONTROLADOR, TRAFICO AEREO",
occupation_work_personnel_training_modality_334002,334002,"TECNICO, SEGURIDAD/TRAFICO AEREO",
occupation_work_personnel_training_modality_335001,335001,"ESPECIALISTA, PREVENCION DE INCENDIOS",
occupation_work_personnel_training_modality_335002,335002,"INSPECTOR, INCENDIOS",
occupation_work_personnel_training_modality_335003,335003,"INSPECTOR, OBRAS Y EDIFICIOS",
occupation_work_personnel_training_modality_335004,335004,"INVESTIGADOR, INCENDIOS",
occupation_work_personnel_training_modality_335005,335005,"INSPECTOR, CONTROL DE CALIDAD",
occupation_work_personnel_training_modality_335006,335006,"INSPECTOR, CONTROL DE CALIDAD/ELECTRICIDAD",
occupation_work_personnel_training_modality_335007,335007,"INSPECTOR, CONTROL DE CALIDAD/EQUIPOS ELECTRICOS",
occupation_work_personnel_training_modality_335008,335008,"INSPECTOR, CONTROL DE CALIDAD/EQUIPOS ELECTRONICOS",
occupation_work_personnel_training_modality_335009,335009,"INSPECTOR, CONTROL DE CALIDAD/MAQUINAS",
occupation_work_personnel_training_modality_335010,335010,"INSPECTOR, CONTROL DE CALIDAD/PROCESOS INDUSTRIALES",
occupation_work_personnel_training_modality_335011,335011,"INSPECTOR, CONTROL DE CALIDAD/PRODUCTOS MECANICOS",
occupation_work_personnel_training_modality_335012,335012,"INSPECTOR, CONTROL DE CALIDAD/SERVICIOS",
