"id","code","name"
occupation_work_personnel_training_modality_635004,635004,CAZADORES DE TORTUGAS MARINAS,
occupation_work_personnel_training_modality_635005,635005,CONCHERO,
occupation_work_personnel_training_modality_635006,635006,"CAZADORES DE OTROS ANIMALES ACUATICOS (FOCAS, LOBOS MARINOS",
occupation_work_personnel_training_modality_635007,635007,CHORERO,
occupation_work_personnel_training_modality_635008,635008,CRIADOR DE OSTRAS,
occupation_work_personnel_training_modality_636001,636001,CAZADOR DE ANIMALES SALVAJES,
occupation_work_personnel_training_modality_636002,636002,"CAZADOR DE VENADO, CHINCHILLA",
occupation_work_personnel_training_modality_636003,636003,CAZADOR DE AVES,
occupation_work_personnel_training_modality_636004,636004,CAZADOR DE MONOS,
occupation_work_personnel_training_modality_636005,636005,CAZADOR DE ANIMALES DE PIELES,
occupation_work_personnel_training_modality_636006,636006,CAZADOR DE SERPIENTES,
occupation_work_personnel_training_modality_636007,636007,"CAZADOR, OTROS",
occupation_work_personnel_training_modality_637008,637008,TRAMPEROS,
occupation_work_personnel_training_modality_641001,641001,"AGRICULTOR, SUBSISTENCIA",
occupation_work_personnel_training_modality_641002,641002,"TRABAJADOR AGRICOLA CALIFICADO, CULTIVOS DE SUBSISTENCIA",
occupation_work_personnel_training_modality_641003,641003,"PESCADOR, SUBSISTENCIA",
occupation_work_personnel_training_modality_641004,641004,"TRABAJADOR, PESCADOR CALIFICADO, PESCA DE SUBSISTENCIA",
occupation_work_personnel_training_modality_711001,711001,ADORNISTAS,
occupation_work_personnel_training_modality_711002,711002,APIRI,
occupation_work_personnel_training_modality_711003,711003,"APUNTALADOR, ADEMADOR, ALADERO, ENTIBADOR, MINAS",
occupation_work_personnel_training_modality_711004,711004,"ARTILLERO, MINAS Y CANTERAS",
occupation_work_personnel_training_modality_711005,711005,APURADOR-LAVADOR DE MINERAL,
occupation_work_personnel_training_modality_711006,711006,ASERRADOR DE PIEDRA,
occupation_work_personnel_training_modality_711007,711007,"BARRENERO, DINAMITERO",
occupation_work_personnel_training_modality_711008,711008,CAPATAZ O CONTRAMAESTRE DE MINAS Y CANTERAS,
occupation_work_personnel_training_modality_711009,711009,CLASIFICADOR DE PIEDRA,
occupation_work_personnel_training_modality_711010,711010,"COLECTOR DE MUESTRAS,MINAS",
occupation_work_personnel_training_modality_711011,711011,"CONDUCTOR DE MAQUINA ROZADORA, CORTADORA, PERFORADORA,ETC",
occupation_work_personnel_training_modality_711012,711012,CONDUCTOR DE MAQUINA CONTINUA DE ARRANQUE,
occupation_work_personnel_training_modality_711013,711013,CRIBADOR DE CARBON O MINERALES,
occupation_work_personnel_training_modality_711014,711014,DESMUESTRADOR O COLECTOR DE MUESTRAS,
occupation_work_personnel_training_modality_711015,711015,"DINAMITERO, PEGADOR, MINAS Y CANTERAS",
occupation_work_personnel_training_modality_711016,711016,"DOLADOR, PIEDRAS",
occupation_work_personnel_training_modality_711017,711017,"ENGANCHADOR, MINAS",
occupation_work_personnel_training_modality_711018,711018,ESCOGEDOR DE MINERALES,
occupation_work_personnel_training_modality_711019,711019,ESCOGEDOR DE PIEDRAS,
occupation_work_personnel_training_modality_711020,711020,ESTRIBADOR DE MINERALES,
occupation_work_personnel_training_modality_711021,711021,"ENTIBADOR, ENMADERADOR DE MINA O DE GALERIA",
occupation_work_personnel_training_modality_711022,711022,GRABADOR DE INSCRIPCIONES Y PIEDRA A MANO,
occupation_work_personnel_training_modality_711023,711023,GRABADOR MOTIVOS SIMPLES EN BLOQUES DE PIEDRAS,
occupation_work_personnel_training_modality_711024,711024,GRABADOR DE PIEDRA CON ESTARCIDORES,
occupation_work_personnel_training_modality_711025,711025,GRABADOR DE RELIEVE EN PIEDRA A MANO,
occupation_work_personnel_training_modality_711026,711026,HENDEDOR DE PIEDRAS,
occupation_work_personnel_training_modality_711027,711027,LAVADOR DE ORO,
occupation_work_personnel_training_modality_711028,711028,LAVADOR DE MINERALES,
occupation_work_personnel_training_modality_711029,711029,"MACHACADOR, TRITURADOR, MINERALES",
occupation_work_personnel_training_modality_711030,711030,"MANIOBRISTA, MINAS",
occupation_work_personnel_training_modality_711031,711031,MOLINERO DE MINERAL,
occupation_work_personnel_training_modality_711032,711032,OPERADOR DE APARATO DE PRECIPITACION,
occupation_work_personnel_training_modality_711033,711033,"OPERADOR DE CONO DE SEPARACION, MINAS",
occupation_work_personnel_training_modality_711034,711034,OPERADOR DE CRIBAS HIDRAULICAS,
occupation_work_personnel_training_modality_711035,711035,OPERADOR DE INSTALACIONES DE FLOTACION,
occupation_work_personnel_training_modality_711036,711036,OPERADOR DE PRENSA DE PELLETS DE MINERAL,
occupation_work_personnel_training_modality_711037,711037,OPERADOR DE QUEBRANTADORA DE MINERAL,
occupation_work_personnel_training_modality_711038,711038,OPERADOR DE QUEBRANTADORA DE ROCAS,
occupation_work_personnel_training_modality_711039,711039,OPERADOR DE TRITURADORA DE MINERALES,
occupation_work_personnel_training_modality_711040,711040,"PALERO, MINAS",
occupation_work_personnel_training_modality_711041,711041,"PEGADOR, MINAS Y CANTERAS",
occupation_work_personnel_training_modality_711042,711042,PERFORADORES DE MINAS,
occupation_work_personnel_training_modality_711043,711043,PERFORADOR DE PIEDRAS,
occupation_work_personnel_training_modality_711044,711044,PRENSADOR DE BRIQUETAS DE CARBON,
occupation_work_personnel_training_modality_711045,711045,PULIDOR DE PIEDRA A MANO,
occupation_work_personnel_training_modality_711046,711046,PULIDOR DE PIEDRA A MAQUINA,
occupation_work_personnel_training_modality_711047,711047,"SACAMUESTRAS, MINAS",
occupation_work_personnel_training_modality_711048,711048,TALLADOR DE LAMINAS,
occupation_work_personnel_training_modality_711049,711049,TALLADOR DE PIEDRA,
occupation_work_personnel_training_modality_711050,711050,"TERRAPLENISTA,MINAS",
occupation_work_personnel_training_modality_711051,711051,"TERRERISTA, MINAS",
occupation_work_personnel_training_modality_711052,711052,"TOLVERO,MINAS Y CANTERAS",
occupation_work_personnel_training_modality_711053,711053,"TOMADOR DE MUESTRAS,MINAS",
occupation_work_personnel_training_modality_711054,711054,"TORNERO, LABRA DE PIEDRA",
occupation_work_personnel_training_modality_711055,711055,TRAZADOR SOBRE PIEDRA,
occupation_work_personnel_training_modality_711056,711056,TRECHEADOR DE MINAS Y CANTERAS,
occupation_work_personnel_training_modality_711057,711057,"TRITURADOR, MINERALES",
occupation_work_personnel_training_modality_711058,711058,TRONZADOR DE PIEDRAS,
occupation_work_personnel_training_modality_712001,712001,"CEMENTADOR, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_712002,712002,"CONDUCTORES DE PERFORADORA DE PERCUSION, POZOS DE PETROLEO",
occupation_work_personnel_training_modality_712003,712003,"CONDUCTORES DE TREN DE SONDEO POR ROTACION, POZOS DE PETROL",
occupation_work_personnel_training_modality_712004,712004,DESINCRUSTADOR DE POZOS DE PETROLEO Y GAS,
occupation_work_personnel_training_modality_712005,712005,"MECANICO DE SONDAS, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_712006,712006,OPERADOR DE ACIDIFICACION DE POZOS DE PETROLEO,
occupation_work_personnel_training_modality_712007,712007,OTROS SONDISTAS Y TRABAJADORES ASIMILADOS,
occupation_work_personnel_training_modality_712008,712008,"PEON DE TORRE, PETROLEO",
occupation_work_personnel_training_modality_712009,712009,"PERFORADOR CON APARATO ROTATIVO, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_712010,712010,PERFORADOR DE POZOS DE AGUA,
occupation_work_personnel_training_modality_712011,712011,PERFORADOR DE POZOS ARTESIANOS,
occupation_work_personnel_training_modality_712012,712012,PERFORADOR DE POZOS PETROLIFEROS,
occupation_work_personnel_training_modality_712013,712013,SONDISTA DE POZOS EN EXPLOTACION,
occupation_work_personnel_training_modality_712014,712014,"SONDISTA, CONDUCTOR DE PERFORADORA DE PERCUSION, PETROLEO Y",
occupation_work_personnel_training_modality_712015,712015,"SONDISTA, EXCEPTO POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_712016,712016,"SONDISTA, POZOS DE PETROLEO Y GAS",
occupation_work_personnel_training_modality_712017,712017,"SONDISTA, RECUPERACION Y MANTENIMIENTO DE CILINDROS DE PETR",
occupation_work_personnel_training_modality_712018,712018,"SONDISTA, CONDUCTORES DE TREN DE SONDEO POR ROTACION,",
occupation_work_personnel_training_modality_712019,712019,TUBEROS DE SONDEO,
occupation_work_personnel_training_modality_713001,713001,"AYUDANTE, HORNO ALTO",
occupation_work_personnel_training_modality_713002,713002,CARGADOR DE HORNO ALTO,
occupation_work_personnel_training_modality_713003,713003,COLADOR DE HORNO ALTO,
occupation_work_personnel_training_modality_713004,713004,"FUNDIDOR DE ALTO HORNO, FUSION DE MINERAL",
occupation_work_personnel_training_modality_713005,713005,"FUNDIDOR DE CONVERTIDOR DE ACERO, AL OXIGENO",
occupation_work_personnel_training_modality_713006,713006,"FUNDIDOR DE CONVERTIDOR BESSEMER, DE ACERO",
occupation_work_personnel_training_modality_713007,713007,FUNDIDOR EN EL AFINO Y REFINO DE METALES NO FERREOS,
occupation_work_personnel_training_modality_713008,713008,FUNDIDOR EN HORNOS,
occupation_work_personnel_training_modality_713009,713009,FUNDIDOR EN HORNO DE ACERO MARTIN SIEMENS,
occupation_work_personnel_training_modality_713010,713010,FUNDIDOR EN HORNO THOMAS,
occupation_work_personnel_training_modality_713011,713011,"FUNDIDOR EN HORNO ELECTRICO DE ARCO, REFINO DE ACERO",
occupation_work_personnel_training_modality_713012,713012,FUNDIDOR EN HORNO DE CONVER. Y AFINADO DE METAL.NO FERREOS,
occupation_work_personnel_training_modality_713013,713013,HORNERO DE ALTO HORNO,
occupation_work_personnel_training_modality_713014,713014,HORNERO DE CONVERTIDOR BASSEMER,
occupation_work_personnel_training_modality_713015,713015,HORNERO DE CONVERSION Y AFINACION DE METALES NO FERREOS,
occupation_work_personnel_training_modality_713016,713016,HORNERO DE HORNO THOMAS O ELKEM,
occupation_work_personnel_training_modality_714001,714001,AUXILIAR DE TREN DE LAMINACION,
occupation_work_personnel_training_modality_714002,714002,AYUDANTE DE TREN DE LAMINACION,
occupation_work_personnel_training_modality_714003,714003,LAMINADOR DE ACERO EN CALIENTE,
occupation_work_personnel_training_modality_714004,714004,LAMINADOR DE ACERO EN TREN CONTINUO,
occupation_work_personnel_training_modality_714005,714005,LAMINADOR DE ACERO EN FRIO,
occupation_work_personnel_training_modality_714006,714006,LAMINADOR DE METALES NO FERREOS,
occupation_work_personnel_training_modality_714007,714007,LAMINADOR DE PRODUCTOS SEMIACABADOS DE ACERO,
occupation_work_personnel_training_modality_714008,714008,LAMINADOR DE TUBOS SIN SOLDADURA,
occupation_work_personnel_training_modality_714009,714009,MAQUINISTA DE TREN DE LAMINACION,
occupation_work_personnel_training_modality_714010,714010,OPERARIO DE TREN DE LAMINACION,
occupation_work_personnel_training_modality_714011,714011,OPERARIO DE LAMINADO DE REVESTIMIENTO,
occupation_work_personnel_training_modality_714012,714012,OPERARIO DE LAMINADO REVERSIBLE,
occupation_work_personnel_training_modality_715001,715001,AYUDANTE DE HORNO DE SEGUNDA FUSION O DE RECALENTADO,
occupation_work_personnel_training_modality_715002,715002,COLADOR DE HORNO DE SEGUNDA FUSION,
occupation_work_personnel_training_modality_715003,715003,"FUNDIDOR DE CRISOLES, SEGUNDA FUSION",
occupation_work_personnel_training_modality_715004,715004,FUNDIDOR DE CUBILOTE,
occupation_work_personnel_training_modality_715005,715005,"FUNDIDOR EN HORNO DE REVERBERO, SEGUNDA FUSION",
occupation_work_personnel_training_modality_715006,715006,"FUNDIDOR DE HORNO DE HOGAR ABIERTO, SEG. FUSION",
occupation_work_personnel_training_modality_715007,715007,"FUNDIDOR EN HORNO ELECTRICO, SEGUNDA FUSION",
occupation_work_personnel_training_modality_715008,715008,FUNDIDOR EN SEGUNDA FUSION,
occupation_work_personnel_training_modality_715009,715009,HORNERO DE SEGUNDA FUSION,
occupation_work_personnel_training_modality_715010,715010,OPERADOR DE HORNO DE RECALENTAR,
occupation_work_personnel_training_modality_716001,716001,COLADOR DE HORNO A PRESION,
occupation_work_personnel_training_modality_716002,716002,COLADOR DE MOLDES A MAQUINA CENTRIFUGADORA,
occupation_work_personnel_training_modality_716003,716003,"COLADOR EN MOLDES, PIEZAS DE METAL",
occupation_work_personnel_training_modality_716004,716004,FUNDIDOR DE PIEZAS DE MOLDES,
occupation_work_personnel_training_modality_716005,716005,OPERADOR DE MAQUINA CENTRIFUGADORA DE COLADA,
occupation_work_personnel_training_modality_716006,716006,OPERADOR DE MAQUINA DE COLAR DE PRESION,
occupation_work_personnel_training_modality_716007,716007,OPERADOR DE MAQUINA COLADA CONTINUA DE TUBOS Y VARILLAS,
occupation_work_personnel_training_modality_716008,716008,OPERARIO DE NAVE DE COLADA,
occupation_work_personnel_training_modality_716009,716009,OPERARIO DE COLADA CONTINUA,
occupation_work_personnel_training_modality_717001,717001,PREPARADOR DE MOLDES SOBRE BANCO,
occupation_work_personnel_training_modality_717002,717002,CONSTRUCTOR DE MACHOS A MANO,
occupation_work_personnel_training_modality_717003,717003,CONSTRUCTOR DE MACHOS A MAQUINA,
occupation_work_personnel_training_modality_717004,717004,MACHERO A MANO,
occupation_work_personnel_training_modality_717005,717005,MACHERO A MAQUINA,
occupation_work_personnel_training_modality_717006,717006,MOLDEADOR A MAQUINA,
occupation_work_personnel_training_modality_717007,717007,MOLDEADOR DE ARTESA,
occupation_work_personnel_training_modality_717008,717008,MOLDEADOR DE CAJA,
occupation_work_personnel_training_modality_717009,717009,PREPARADOR DE MOLDES EN EL SUELO Y EN FOSAS,
occupation_work_personnel_training_modality_717010,717010,PREPARADOR DE MOLDES A MAQUINA,
occupation_work_personnel_training_modality_718001,718001,BRONCEADOR,
occupation_work_personnel_training_modality_718002,718002,CEMENTADOR DE METALES,
occupation_work_personnel_training_modality_718003,718003,CEMENTADOR DE METALES POR NUTRICION,
occupation_work_personnel_training_modality_718004,718004,CEMENTADOR DE METALES POR CIANURIZACION,
occupation_work_personnel_training_modality_718005,718005,CEMENTADOR DE METALES POR CARBONIZACION,
occupation_work_personnel_training_modality_718006,718006,CONDUCTOR DE PRENSA DE ESTIRAR METALES,
occupation_work_personnel_training_modality_718007,718007,CROMADOR,
occupation_work_personnel_training_modality_718008,718008,"ELECTROPLASTIA, GALVANIZADOR",
occupation_work_personnel_training_modality_718009,718009,EMENTADOR DE METALES,
occupation_work_personnel_training_modality_718010,718010,ESTIRADOR DE TUBOS SIN SOLDADURA,
occupation_work_personnel_training_modality_718011,718011,EXTRUSOR DE METALES,
occupation_work_personnel_training_modality_718012,718012,GALVANIZADOR EN BAÐO CALIENTE,
occupation_work_personnel_training_modality_718013,718013,METALIZADOR A PISTOLA,
occupation_work_personnel_training_modality_718014,718014,METALIZADOR EN BAÐO CALIENTE,
occupation_work_personnel_training_modality_718015,718015,NIQUELADOR,
occupation_work_personnel_training_modality_718016,718016,NORMALIZADOR DE METALES,
occupation_work_personnel_training_modality_718017,718017,OPERADOR DE MAQUINA RECUBRIDORA DE ALAMBRE,
occupation_work_personnel_training_modality_718018,718018,OTROS GALVANIZADORES Y RECUBRIDORES DE METALES,
occupation_work_personnel_training_modality_718019,718019,PLATEADOR,
occupation_work_personnel_training_modality_718020,718020,PULVERIZADOR DE METAL A PISTOLA,
occupation_work_personnel_training_modality_718021,718021,"PUNTERO, METALES",
occupation_work_personnel_training_modality_718022,718022,RECOCEDOR DE METALES,
occupation_work_personnel_training_modality_718023,718023,REVESTIDOR EN BAÐO CALIENTE,
occupation_work_personnel_training_modality_718024,718024,TEMPLADOR DE METALES,
occupation_work_personnel_training_modality_718025,718025,TREFILADOR A MANO,
occupation_work_personnel_training_modality_718026,718026,TREFILADOR A MAQUINA,
occupation_work_personnel_training_modality_718027,718027,ZINCADOR EN BAÐO CALIENTE,
occupation_work_personnel_training_modality_719001,719001,DECAPADOR DE METALES,
occupation_work_personnel_training_modality_719002,719002,DESBASTADOR DE PIEZAS DE MOLDEO,
occupation_work_personnel_training_modality_719003,719003,LIMPIADOR DE METALES,
occupation_work_personnel_training_modality_719004,719004,LIMPIADOR DE METALES POR ONDAS ULTRASONICAS,
occupation_work_personnel_training_modality_719005,719005,"LIMPIADOR POR CHORRO DE ARENA, METALES",
occupation_work_personnel_training_modality_719006,719006,"OPERADOR DE SOPLADOR DE ARENA, PARA LIMPIAR METALES",
occupation_work_personnel_training_modality_719007,719007,PAVONADOR DE METALES,
occupation_work_personnel_training_modality_719008,719008,PULIDOR DE PIEZAS DE METAL COLADO,
occupation_work_personnel_training_modality_719009,719009,PULIDOR DE PIEZAS DE MOLDEO,
occupation_work_personnel_training_modality_721001,721001,IMPREGNADOR DE MADERA,
occupation_work_personnel_training_modality_721002,721002,OPERADOR DE HORNO DE SECADO DE MADERA,
occupation_work_personnel_training_modality_721003,721003,SECADOR DE MADERA,
occupation_work_personnel_training_modality_722001,722001,"ASERRADOR EN GENERAL, SERRERIAS",
occupation_work_personnel_training_modality_722002,722002,CLASIFICADOR DE MADERA,
occupation_work_personnel_training_modality_722003,722003,CONDUCTOR DE DESCORTEZADORA,
occupation_work_personnel_training_modality_722004,722004,CORTADOR DE CHAPA DE MADERA,
occupation_work_personnel_training_modality_722005,722005,CORTADOR DE PAJA DE MADERA,
occupation_work_personnel_training_modality_722006,722006,DESCORTEZADOR A MAQUINA,
occupation_work_personnel_training_modality_722007,722007,ENCOLADOR DE CHAPAS DE MADERA,
occupation_work_personnel_training_modality_722008,722008,OPERADOR DE MAQUINA PELADORA PARA CHAPAS,
occupation_work_personnel_training_modality_722009,722009,"OPERADOR DE MAQUINA INTERCALADORA DE CHAPAS, CONTRACHAPADO",
occupation_work_personnel_training_modality_722010,722010,OPERADOR DE PRENSA DE CONTRACHAPADO,
occupation_work_personnel_training_modality_722011,722011,OPERADOR DE PRENSA DE MADERA TERCIADA,
occupation_work_personnel_training_modality_722012,722012,OPERADOR DE SIERRA DE CINTA,
occupation_work_personnel_training_modality_722013,722013,OPERADOR DE SIERRAS DE RECORTAR TABLAS,
occupation_work_personnel_training_modality_722014,722014,"SERRUCHADOR,ASERRADERO",
occupation_work_personnel_training_modality_723001,723001,BLANQUEADOR DE PASTA PARA PAPEL,
occupation_work_personnel_training_modality_723002,723002,CONDUCTOR DE DESFIBRADORA DE MADERA,
occupation_work_personnel_training_modality_723003,723003,"CONDUCTOR DE MOJADORAS, PASTA DE PAPEL",
occupation_work_personnel_training_modality_723004,723004,"CONDUCTOR DE TRITURADORAS, PULPA DE MADERA",
occupation_work_personnel_training_modality_723005,723005,"CORTADOR DE TRAPOS, PASTA DE PAPEL",
occupation_work_personnel_training_modality_723006,723006,CORTADOR DE VIRUTA PARA PULPA DE MADERA,
occupation_work_personnel_training_modality_723007,723007,DESFIBRADOR RASPADOR DE MADERA,
occupation_work_personnel_training_modality_723008,723008,"LEJIADOR, PASTA PARA PAPEL",
occupation_work_personnel_training_modality_723009,723009,"OPERADOR DE BATIDORA, PULPA DE MADERA",
occupation_work_personnel_training_modality_723010,723010,"OPERADOR DE CALDERA, PASTA PARA PAPEL",
occupation_work_personnel_training_modality_723011,723011,OPERADOR DE MAQUINA DE TRITURAR MADERA,
occupation_work_personnel_training_modality_723012,723012,OPERADOR DE PASTA PARA PAPEL EN GENERAL,
occupation_work_personnel_training_modality_723013,723013,PASTA DE PAPEL LAURENTE,
occupation_work_personnel_training_modality_723014,723014,REFINADOR DE PASTA DE PAPEL,
occupation_work_personnel_training_modality_723015,723015,"TRAPERO,PREPARACION DE PASTA PARA PAPEL",
occupation_work_personnel_training_modality_724001,724001,"CONDUCTOR DE CHAROLADORA, PAPEL",
occupation_work_personnel_training_modality_724002,724002,"CONDUCTOR DE ENGOMADORA, PAPEL",
occupation_work_personnel_training_modality_724003,724003,"CONDUCTOR DE GOFRADORA, PAPEL",
occupation_work_personnel_training_modality_724004,724004,"CONDUCTOR DE ONDULADORA, PAPEL",
occupation_work_personnel_training_modality_724005,724005,"CONDUCTOR DE PARAFINADORA, PAPEL",
occupation_work_personnel_training_modality_724006,724006,OPERADOR DE CALANDRIA DE PAPEL,
occupation_work_personnel_training_modality_724007,724007,"OPERADOR MAQUINA DE FABRICAR PAPEL, FASE HUMEDA, FASE SECA",
occupation_work_personnel_training_modality_724008,724008,OPERADOR DE MAQUINA DE APRESTAR PAPEL,
occupation_work_personnel_training_modality_724009,724009,"OPERADOR DE MAQUINA PARA SECADO Y ENROLLADO, PAPEL",
occupation_work_personnel_training_modality_724010,724010,"PAPELERO, FABRICACION A MANO",
occupation_work_personnel_training_modality_724011,724011,PLISADOR DE PAPEL,
occupation_work_personnel_training_modality_724012,724012,SATINADOR-CALANDRADOR DE PAPEL,
occupation_work_personnel_training_modality_731001,731001,"MOLEDOR, PROCEDIMIENTOS QUIMICOS AFINES",
occupation_work_personnel_training_modality_731002,731002,"MOLINERO, TRATAMIENTO DE PRODUCTOS QUIMICOS AFINES",
occupation_work_personnel_training_modality_731003,731003,OPERADOR DE BATIDORA DE HELICE,
occupation_work_personnel_training_modality_731004,731004,"OPERADOR DE MAQUINA MEZCLADORA, TRATAMIENTO QUIMICO AFINES",
occupation_work_personnel_training_modality_731005,731005,"OPERADOR DE QUEBRANTADORA, TRATAMIENTO QUIMICOS AFINES",
occupation_work_personnel_training_modality_731006,731006,"TRITURADOR-PULPERIZADOR, PROCEDIMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732001,732001,"CALCINADOR, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732002,732002,"COCEDOR, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732003,732003,"CUADRISTA (DE SISTESIS, GAS)",
occupation_work_personnel_training_modality_732004,732004,DESHIDRATADOR DE DISOLUCIONES QUIMICOS POR PULVERIZACION,
occupation_work_personnel_training_modality_732005,732005,"HORNERO, FABRICACION DE ELECTRODOS",
occupation_work_personnel_training_modality_732006,732006,"HORNERO, HORNOS CALCINACION, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732007,732007,"OPERADOR DE AUTOCLAVE, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732008,732008,"OPERADOR DE CALDERA, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732009,732009,"OPERADOR HORNOS CALCINACION, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732010,732010,"OPERADOR DE MARMITA, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732011,732011,"OPERADOR DE SECADOR, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_732012,732012,"PULVERIZADOR,DESHIDRATADOR DE DISOLUCIONES QUIMICAS",
occupation_work_personnel_training_modality_732013,732013,"SECADOR PRODUCTOS QUIMICOS, SECADOR CINTA TRANSPORTADORA",
occupation_work_personnel_training_modality_732014,732014,"TOSTADOR, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_733001,733001,CRIBADOR DE PRODUCTOS QUIMICOS,
occupation_work_personnel_training_modality_733002,733002,"DESHIDRATADOR PETROLEO CRUDO, CAMPOS EXTRACCION",
occupation_work_personnel_training_modality_733003,733003,"OBRERO TRATAM. PETROLEO CRUDO, CAMPOS EXTRACCION",
occupation_work_personnel_training_modality_733004,733004,OPERADOR DE CENTRIFUGADORA,
occupation_work_personnel_training_modality_733005,733005,OPERADOR DE FILTRO-PRENSA,
occupation_work_personnel_training_modality_733006,733006,OPERADOR DE FILTRO DE TAMBOR GIRATORIO,
occupation_work_personnel_training_modality_733007,733007,"OPERAD SEPARADORA CENTRIFUGADORA, TRATAMIENTO QUIMICO Y AFI",
occupation_work_personnel_training_modality_733008,733008,"TAMIZADOR, TRATAMIENTOS QUIMICOS Y AFINES",
occupation_work_personnel_training_modality_734001,734001,"DESTILADOR PRODUCTOS QUIMICOS, EXCEPTO PETROLEO",
occupation_work_personnel_training_modality_734002,734002,"DESTILADOR PRODUCTOS QUIMICOS, EXCEPTO PETROLEO, ALAMBIQUE",
occupation_work_personnel_training_modality_734003,734003,DESTILADOR DE MADERA,
occupation_work_personnel_training_modality_734004,734004,DESTILADOR DE TREMENTINA DE MADERA,
occupation_work_personnel_training_modality_734005,734005,DESTILADOR DE RESINA DE TREMENTINA,
occupation_work_personnel_training_modality_734006,734006,"DESTILADOR, BEBIDAS ALCOHOL, PERFUMERIA, GLICERINA",
occupation_work_personnel_training_modality_734007,734007,"LICORISTA, DESTILACION",
occupation_work_personnel_training_modality_734008,734008,"OPERADOR DE APARATOS REACCION, CONVERSION PRODUCTOS QUIMICO",
occupation_work_personnel_training_modality_734009,734009,OPERADOR DE EVAPORADOR,
occupation_work_personnel_training_modality_734010,734010,REFINADOR DE TREMENTINA,
occupation_work_personnel_training_modality_735001,735001,"BOMBERO, REFINO DEL PETROLEO",
occupation_work_personnel_training_modality_735002,735002,DESTILADOR DEL PETROLEO,
occupation_work_personnel_training_modality_735003,735003,"DESULFURADOR, REFINO DEL PETROLEO",
occupation_work_personnel_training_modality_735004,735004,DESULFURADOR HIDROCABUROS,
occupation_work_personnel_training_modality_735005,735005,"MEZCLADOR, REFINO DEL PETROLEO",
occupation_work_personnel_training_modality_735006,735006,OPERADOR DE CUADRO DE CONTROL REFINO DEL PETROLEO,
occupation_work_personnel_training_modality_735007,735007,OPERADOR DE FILTROS DE PARAFINA,
occupation_work_personnel_training_modality_735008,735008,"OPERADOR DE TURBINAS, REFINO DEL PETROLEO",
occupation_work_personnel_training_modality_735009,735009,"REFINO DEL PETROLEO,BOMBERO",
occupation_work_personnel_training_modality_736001,736001,HILADOR DE NYLON,
occupation_work_personnel_training_modality_736002,736002,HILADOR DE RAYON Y SIMILARES,
occupation_work_personnel_training_modality_737001,737001,AHUMADOR DE LATEX,
occupation_work_personnel_training_modality_737003,737003,"HORNERO, COQUERIA",
occupation_work_personnel_training_modality_737004,737004,LAVADOR DE MATERIAS QUIMICAS,
occupation_work_personnel_training_modality_737005,737005,OBREROS DE LA COAGULACION DE LATEX,
occupation_work_personnel_training_modality_737006,737006,OBREROS TRATAMIENTO QUIMICO DE MATERIALES RADIACTIVOS,
occupation_work_personnel_training_modality_737007,737007,OBREROS DEL TRATAMIENTO DE DESECHOS RADIACTIVOS,
occupation_work_personnel_training_modality_737008,737008,OBREROS EN LA FABRICACION DE ABONOS,
occupation_work_personnel_training_modality_737009,737009,OBREROS EN LA FABRICACION DE ACIDOS,
occupation_work_personnel_training_modality_737010,737010,"OBRERO, FABRICACION COLORANTES, TINTES, PINTURAS, BARNICES",
occupation_work_personnel_training_modality_737011,737011,"OBRERO, FABRICACION DE CARUSA",
occupation_work_personnel_training_modality_737012,737012,"OBRERO, FABRICACION DE MINIO",
occupation_work_personnel_training_modality_737013,737013,"OBRERO, FABRICACION HIDROGENO, OXIGENO, ACETILENO, OTROS",
occupation_work_personnel_training_modality_737014,737014,"OBRERO, FABRICACION DE EXPLOSIVOS",
occupation_work_personnel_training_modality_737015,737015,"OBRERO, FABRICACION DE COMPRIMIDOS Y GRAGEAS",
occupation_work_personnel_training_modality_737016,737016,OPERADOR DE BATERIA DE GAS DE HULLA,
occupation_work_personnel_training_modality_737017,737017,"OPERADOR DE COQUERIA, CARBON DE COQUE",
occupation_work_personnel_training_modality_737018,737018,"OPERADOR DE EQUIPO ELECTRONICO,TRATAMIENTOS QUIMICOS",
occupation_work_personnel_training_modality_737019,737019,OPERADOR DE PLANTA PARA LICUEFACCION DE GAS,
occupation_work_personnel_training_modality_737020,737020,PREPARADOR DE ALMIDON,
occupation_work_personnel_training_modality_737021,737021,PREPARADOR DE GLUCOSA,
