"id","code","name"
361,140678433,BAMBAMARCA
362,140760900,BELLAVISTA
363,240780502,BENJAMIN FRANKLIN
364,241123710,BETA COMPUTER
365,241528603,BILL GATES
366,241003763,BITEC
367,241124379,BLAISE PASCAL
368,241528587,BLUE RIBBON INTERNATIONAL CUSCO
369,140724500,BOLIVAR
370,241124627,BORJE LANGEFORDS
371,241351964,BOULANGER
372,241351576,BUENAVENTURA MESTANZA MORI
373,141316520,CABANA
374,140606541,CAJAMARCA
375,241351972,CAMISEA
376,141016401,CANCHAQUE
377,240931543,CANCHIS
378,140736256,CANIPACO
379,141232610,CANTA
380,141065531,CAÑETE
381,140510784,CAP FAP JOSE ABELARDO QUIÑONES 
382,141101633,CARHUAZ
383,241236843,CARLOS AUGUSTO SALAVERRY RAMIREZ
384,141065572,CARLOS CUETO FERNANDINI
385,141604206,CARLOS LABORDE
386,140815092,CARLOS MALPICA RIVAROLA
387,140359729,CARLOS SALAZAR ROMERO
388,241062371,CASA TALLER MEDIO AMBIENTE Y DESARROLLO
389,140891804,CASTILLA
390,141058155,CASTROVIRREYNA
391,140563619,CATALINA BUENDIA DE PECHO
392,240815159,CATOLICA DE CUSCO
393,240695445,CAYETANO HEREDIA - AREQUIPA
394,240702894,CAYETANO HEREDIA -CHICLAYO
395,240605188,CAYETANO HEREDIA DE LIMA
396,241387349,CCAPAC
397,141385095,CEFOP CAJAMARCA
398,241385079,CEFOP LA LIBERTAD
399,241231877,CELACIT-LATINOAMERICANO DE CIENCIAS Y TECNOLOGIA
400,241351501,CELENDIN
401,241315647,CENFOMIN - CENTRO DE FORMACION EN MINERIA
402,141124601,CENFOTUR-CENTRO DE FORMACION EN TURISMO
403,241123447,CENTRO DE ALTOS ESTUDIOS DE LA MODA - CEAM 
404,241203132,CENTRO DE ESTUDIOS DE ALTA MONTAÑA
405,241595438,CENTRO DE FORMACION AGRICOLA - TACNA
406,141355692,CENTRO DE FORMACION AGRICOLA MOQUEGUA
407,141206630,CENTRO DE FORMACION PROFESIONAL BINACIONAL
408,241302629,CENTRO DE INSTRUCCION DE AVIACION CIVIL CORPAC
409,241468222,CENTRO DE INVESTIGACION PARA EL DESARROLLO TECNOLOGICO-CIDET
410,241114487,CENTRO DE INVESTIGACION Y CAPACITACION TECNOLOGICA-CICAT 
411,241468149,CENTRO DE LA IMAGEN
412,241249598,CENTRO DE PROMOCIÓN RURAL E INTEGRAL-CEPRORUI
413,241367135,CENTRO DE PSICOTERAPIA PSICOANALITICA DE LIMA
414,241468214,CENTRO PERUANO DE ESTUDIOS BANCARIOS-CEPEBAN
415,241153550,CEPEA-ALTO AMAZONAS
416,240702696,CEPEA-LIMA
417,140697979,CESAR AUGUSTO GUARDIA MAYORGA
418,240695486,CESCA AREQUIPA
419,241115609,CESCA-LIMA
420,241140227,CESDE (CENTRO DE ENSEÑANZA SUPERIOR PARA EL DESARROLLO)
421,241468081,CESSAG
422,241528736,CETURGH PERU
423,241468396,CEVATEC-LIMA
424,241320027,CEVATUR - IQUITOS
425,241203553,CEVATUR- AREQUIPA
426,240814657,CEVATUR ICA
427,240702688,CEVATUR PERU
428,241175009,CEVATUR TRUJILLO
429,241183391,CEVATUR-CHICLAYO ( ALTOS ESTUDIOS TURISTICOS)
430,240921866,CEVATUR-HUANCAYO
431,141384478,CHACAS
432,141203520,CHALA
433,141365865,CHALAMARCA
434,141328970,CHALHUAHUACHO
435,140930024,CHALHUANCA
436,241239466,CHAMINADE MARIANISTAS
437,240393702,CHAN CHAN
438,141124957,CHANCAY
439,241185784,CHARLES ASHBEE
440,241115419,CHARLES CHAPLIN
441,240702811,CHICLAYO
442,141412212,CHILLIA
443,140517664,CHINCHA
444,241391721,CHIO LECCA
445,140757211,CHIPAO
446,140723841,CHOCOPE
