"id","code","name"
2064,342025, CONTABILIDAD
2065,332025, ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS
2066,811055, GUÍA OFICIAL DE TURISMO 
2067,332105, COCINA
2068,131024, DIRECCIÓN TÉCNICA EN FUTBOL
2069,811055, GUÍA OFICIAL DE TURISMO 
2070,332065, ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA 
2071,214025, TRADUCCIÓN DE IDIOMAS
2072,526085, MANTENIMIENTO DE MAQUINARIA PESADA
2073,527025, EXPLOTACIÓN MINERA
2074,441095, COMPUTACIÓN E INFORMÁTICA
2075,521015, PROCESOS INDUSTRIALES Y DE SISTEMAS
2076,337025, SECRETARIADO EJECUTIVO
2077,342025, CONTABILIDAD
2078,714035, ENFERMERÍA TÉCNICA
2079,713015, PRÓTESIS DENTAL
2080,716015, FARMACIA
2081,342025, CONTABILIDAD
2082,214015, INTERPRETACIÓN DE IDIOMAS
2083,214025, TRADUCCIÓN DE IDIOMAS
2084,441095, COMPUTACIÓN E INFORMÁTICA
2085,332105, COCINA
2086,332065, ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA 
2087,332125, GASTRONOMÍA Y ARTE CULINARIO
2088,525065, ELECTRÓNICA INDUSTRIAL
2089,714035, ENFERMERÍA TÉCNICA
2090,611115, PRODUCCIÓN AGROPECUARIA
2091,342025, CONTABILIDAD
2092,526165, MECÁNICA AUTOMOTRIZ
2093,441095, COMPUTACIÓN E INFORMÁTICA
2094,611115, PRODUCCIÓN AGROPECUARIA
2095,714035, ENFERMERÍA TÉCNICA
2096,337025, SECRETARIADO EJECUTIVO
2097,522025, INDUSTRIAS ALIMENTARIAS
2098,526155, MECÁNICA AGRÍCOLA
2099,715025, LABORATORIO CLÍNICO
2100,716015, FARMACIA
2101,714035, ENFERMERÍA TÉCNICA
2102,441095, COMPUTACIÓN E INFORMÁTICA
2103,342025, CONTABILIDAD
2104,422025, QUÍMICA INDUSTRIAL
2105,714035, ENFERMERÍA TÉCNICA
2106,715025, LABORATORIO CLÍNICO
2107,716015, FARMACIA
2108,714035, ENFERMERÍA TÉCNICA
2109,342025, CONTABILIDAD
2110,331095, ADMINISTRACIÓN DE EMPRESAS
2111,716015, FARMACIA
2112,531025, CONSTRUCCIÓN CIVIL
2113,714035, ENFERMERÍA TÉCNICA
2114,337025, SECRETARIADO EJECUTIVO
2115,713015, PRÓTESIS DENTAL
2116,531025, CONSTRUCCIÓN CIVIL
2117,441095, COMPUTACIÓN E INFORMÁTICA
2118,441095, COMPUTACIÓN E INFORMÁTICA
2119,337025, SECRETARIADO EJECUTIVO
2120,342025, CONTABILIDAD
2121,331095, ADMINISTRACIÓN DE EMPRESAS
2122,441095, COMPUTACIÓN E INFORMÁTICA
2123,337025, SECRETARIADO EJECUTIVO
2124,714035, ENFERMERÍA TÉCNICA
2125,337025, SECRETARIADO EJECUTIVO
2126,522025, INDUSTRIAS ALIMENTARIAS
2127,714035, ENFERMERÍA TÉCNICA
2128,713015, PRÓTESIS DENTAL
2129,526165, MECÁNICA AUTOMOTRIZ
2130,526155, MECÁNICA AGRÍCOLA
2131,611115, PRODUCCIÓN AGROPECUARIA
2132,441095, COMPUTACIÓN E INFORMÁTICA
2133,714035, ENFERMERÍA TÉCNICA
2134,337025, SECRETARIADO EJECUTIVO
2135,526165, MECÁNICA AUTOMOTRIZ
2136,526185, MECÁNICA DE PRODUCCIÓN
2137,441095, COMPUTACIÓN E INFORMÁTICA
2138,716015, FARMACIA
2139,714035, ENFERMERÍA TÉCNICA
2140,342025, CONTABILIDAD
2141,342025, CONTABILIDAD
2142,714035, ENFERMERÍA TÉCNICA
2143,714035, ENFERMERÍA TÉCNICA
2144,716015, FARMACIA
2145,715025, LABORATORIO CLÍNICO
2146,713015, PRÓTESIS DENTAL
2147,441095, COMPUTACIÓN E INFORMÁTICA
2148,331095, ADMINISTRACIÓN DE EMPRESAS
2149,335025, COMERCIO EXTERIOR
2150,611115, PRODUCCIÓN AGROPECUARIA 
2151,342025, CONTABILIDAD
2152,337025, SECRETARIADO EJECUTIVO
2153,526185, MECÁNICA DE PRODUCCIÓN
2154,524035, ELECTROTÉCNIA INDUSTRIAL
2155,525065, ELECTRÓNICA INDUSTRIAL
2156,526165, MECÁNICA AUTOMOTRIZ
2157,531025, CONSTRUCCIÓN CIVIL
2158,441095, COMPUTACIÓN E INFORMÁTICA
2159,441095, COMPUTACIÓN E INFORMÁTICA
2160,214025, TRADUCCIÓN DE IDIOMAS
2161,611115, PRODUCCIÓN AGROPECUARIA
2162,594035, MEDIO AMBIENTE Y RECURSOS NATURALES
2163,337025, SECRETARIADO EJECUTIVO
2164,715025, LABORATORIO CLÍNICO
2165,714035, ENFERMERÍA TÉCNICA
2166,441095, COMPUTACIÓN E INFORMÁTICA
2167,714035, ENFERMERÍA TÉCNICA
2168,713015, PRÓTESIS DENTAL
2169,715025, LABORATORIO CLÍNICO
2170,716015, FARMACIA
2171,714035, ENFERMERÍA TÉCNICA
2172,715025, LABORATORIO CLÍNICO
2173,716015, FARMACIA
2174,713015, PRÓTESIS DENTAL
2175,441095, COMPUTACIÓN E INFORMÁTICA
2176,714035, ENFERMERÍA TÉCNICA
2177,337025, SECRETARIADO EJECUTIVO
2178,331095, ADMINISTRACIÓN DE EMPRESAS
2179,342025, CONTABILIDAD
2180,714035, ENFERMERÍA TÉCNICA
2181,441095, COMPUTACIÓN E INFORMÁTICA
2182,714035, ENFERMERÍA TÉCNICA
2183,337025, SECRETARIADO EJECUTIVO
2184,441095, COMPUTACIÓN E INFORMÁTICA
2185,714035, ENFERMERÍA TÉCNICA
2186,332105, COCINA
2187,332125, GASTRONOMÍA Y ARTE CULINARIO
2188,526165, MECÁNICA AUTOMOTRIZ
2189,525065, ELECTRÓNICA INDUSTRIAL
2190,342025, CONTABILIDAD
2191,441095, COMPUTACIÓN E INFORMÁTICA
2192,441095, COMPUTACIÓN E INFORMÁTICA
2193,331095, ADMINISTRACIÓN DE EMPRESAS
2194,342025, CONTABILIDAD
2195,222125, DISEÑO GRÁFICO
2196,332125, GASTRONOMÍA Y ARTE CULINARIO
2197,331095, ADMINISTRACIÓN DE EMPRESAS
2198,714035, ENFERMERÍA TÉCNICA
2199,715015, FISIOTERAPIA Y REHABILITACIÓN
2200,526165, MECÁNICA AUTOMOTRIZ
2201,526185, MECÁNICA DE PRODUCCIÓN
2202,524035, ELECTROTÉCNIA INDUSTRIAL
2203,525065, ELECTRÓNICA INDUSTRIAL
2204,342025, CONTABILIDAD
2205,331095, ADMINISTRACIÓN DE EMPRESAS
2206,531025, CONSTRUCCIÓN CIVIL
2207,441095, COMPUTACIÓN E INFORMÁTICA
2208,611115, PRODUCCIÓN AGROPECUARIA
2209,714035, ENFERMERÍA TÉCNICA
2210,716015, FARMACIA
2211,531025, CONSTRUCCIÓN CIVIL
2212,441095, COMPUTACIÓN E INFORMÁTICA
2213,331095, ADMINISTRACIÓN DE EMPRESAS
2214,332105, COCINA
2215,441095, COMPUTACIÓN E INFORMÁTICA
2216,332065, ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA 
2217,531105, TOPOGRAFÍA SUPERFICIAL Y MINERA
2218,714035, ENFERMERÍA TÉCNICA
2219,526185, MECÁNICA DE PRODUCCIÓN
2220,342025, CONTABILIDAD
2221,441095, COMPUTACIÓN E INFORMÁTICA
2222,716015, FARMACIA
2223,714035, ENFERMERÍA TÉCNICA
2224,713015, PRÓTESIS DENTAL
2225,714035, ENFERMERÍA TÉCNICA
2226,611115, PRODUCCIÓN AGROPECUARIA 
2227,611115, PRODUCCIÓN AGROPECUARIA
2228,441095, COMPUTACIÓN E INFORMÁTICA
2229,611115, PRODUCCIÓN AGROPECUARIA
2230,714035, ENFERMERÍA TÉCNICA
2231,611115, PRODUCCIÓN AGROPECUARIA
2232,611115, PRODUCCIÓN AGROPECUARIA 
2233,342025, CONTABILIDAD
2234,335015, ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES
2235,715025, LABORATORIO CLÍNICO
2236,441095, COMPUTACIÓN E INFORMÁTICA
2237,611115, PRODUCCIÓN AGROPECUARIA
2238,531025, CONSTRUCCIÓN CIVIL
2239,526165, MECÁNICA AUTOMOTRIZ
2240,441095, COMPUTACIÓN E INFORMÁTICA
2241,714035, ENFERMERÍA TÉCNICA
2242,713015, PRÓTESIS DENTAL
2243,715025, LABORATORIO CLÍNICO
2244,714035, ENFERMERÍA TÉCNICA
2245,713015, PRÓTESIS DENTAL
2246,441095, COMPUTACIÓN E INFORMÁTICA
2247,714035, ENFERMERÍA TÉCNICA
2248,526165, MECÁNICA AUTOMOTRIZ
2249,714035, ENFERMERÍA TÉCNICA
2250,811055, GUÍA OFICIAL DE TURISMO 
2251,715025, LABORATORIO CLÍNICO
2252,713015, PRÓTESIS DENTAL
2253,715015, FISIOTERAPIA Y REHABILITACIÓN
2254,714035, ENFERMERÍA TÉCNICA
2255,713015, PRÓTESIS DENTAL
2256,715025, LABORATORIO CLÍNICO
2257,716015, FARMACIA
2258,714035, ENFERMERÍA TÉCNICA
2259,527055, METALURGIA
2260,422025, QUÍMICA INDUSTRIAL
2261,526085, MANTENIMIENTO DE MAQUINARIA PESADA
2262,526185, MECÁNICA DE PRODUCCIÓN
2263,525065, ELECTRÓNICA INDUSTRIAL
2264,524035, ELECTROTÉCNIA INDUSTRIAL
2265,332065, ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA 
2266,342025, CONTABILIDAD
2267,526165, MECÁNICA AUTOMOTRIZ
2268,441095, COMPUTACIÓN E INFORMÁTICA
2269,611115, PRODUCCIÓN AGROPECUARIA
2270,531025, CONSTRUCCIÓN CIVIL
2271,714035, ENFERMERÍA TÉCNICA
2272,611115, PRODUCCIÓN AGROPECUARIA 
2273,441095, COMPUTACIÓN E INFORMÁTICA
2274,611115, PRODUCCIÓN AGROPECUARIA
2275,342025, CONTABILIDAD
2276,714035, ENFERMERÍA TÉCNICA
2277,526185, MECÁNICA DE PRODUCCIÓN
2278,441095, COMPUTACIÓN E INFORMÁTICA
2279,714035, ENFERMERÍA TÉCNICA
2280,526185, MECÁNICA DE PRODUCCIÓN
2281,611115, PRODUCCIÓN AGROPECUARIA 
2282,342025, CONTABILIDAD
2283,337025, SECRETARIADO EJECUTIVO
2284,531025, CONSTRUCCIÓN CIVIL
2285,441095, COMPUTACIÓN E INFORMÁTICA
2286,714035, ENFERMERÍA TÉCNICA
2287,715015, FISIOTERAPIA Y REHABILITACIÓN
2288,611115, PRODUCCIÓN AGROPECUARIA 
2289,342025, CONTABILIDAD
2290,611115, PRODUCCIÓN AGROPECUARIA 
2291,714035, ENFERMERÍA TÉCNICA
